Codigo,Producto,Precio Costo,Precio,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
7501055330461,Valle Frut 2l Citrus,$0.00,$14.00,$0.00,0,0,Refresco
7501055330812,Valle Frut 3L,$17.50,$20.00,$0.00,7,0,Refresco
7501055342730,Valle Frut Guayaba,$0.00,$17.00,$0.00,0,0,Refresco
650240022593,Vanart,$0.00,$21.00,$0.00,0,0,- Sin Departamento -
650240022654,Vanart,$0.00,$21.00,$0.00,0,0,- Sin Departamento -
650240022616,Vanart,$15.50,$21.00,$0.00,0,0,- Sin Departamento -
7501058752772,Vanish 450ml,$0.00,$15.00,$0.00,6,0,Tienda
7503002319529,Vanish 925ml Quitama,$0.00,$30.00,$0.00,12,0,- Sin Departamento -
752216095232,Vaso 6,$11.00,$13.00,$13.00,0,0,Tienda
7501431201125,Vaso Conv. 12,$8.50,$11.00,$0.00,3,0,Tienda
7502208800077,Vaso Desechable 8,$0.00,$13.00,$0.00,6,0,Tienda
752216031094,Vaso Jaguar 8,$12.00,$14.00,$14.00,17,0,Tienda
744911006231,Vaso Karla 150g,$0.00,$7.00,$0.00,2,0,Tienda
7501431201088,Vaso Nieve Seca No8,$6.00,$8.00,$8.00,29,0,Tienda
7501431261105,Vaso Termico N 10,$6.00,$9.00,$9.00,51,0,Tienda
7702144012439,Vaso Tuc,$0.00,$13.00,$0.00,15,0,Tienda
7501035904071,Vel Rosita 1 Lt,$31.50,$41.00,$41.00,2,0,Detergentes
7509546045689,Vel Rosita 450ml,$16.00,$19.00,$19.00,3,0,Detergentes
7501102232267,Vela Farol,$0.00,$5.00,$0.00,65,0,Tienda
7501102295859,Veladora Copa,$0.00,$21.00,$0.00,0,0,Tienda
7501102269508,Veladora Eco. Semanaria Farolito,$16.00,$21.00,$0.00,22,0,Tienda
7501102269515,Veladora Ecologica 1/2 Semana,$9.00,$11.00,$0.00,47,0,Tienda
7501557200163,Veladora Ecologica A,$0.00,$13.00,$0.00,0,0,Tienda
7501102280701,Veladora Farolito Cafetero,$11.50,$14.00,$0.00,0,0,Tienda
7501102212214,Veladora Farolito Chica,$0.00,$6.50,$0.00,148,0,Tienda
7501102212207,Veladora Farolito No2,$0.00,$5.00,$0.00,59,0,Tienda
7501102290342,Veladora Infantil Farolito,$10.00,$13.00,$13.00,20,0,Tienda
7502002342902,Veladora Limonera La Gloria,$8.00,$11.00,$11.00,0,0,Tienda
744831150953,Veladora Limonero,$15.00,$18.00,$16.00,2,0,Tienda
7501102212511,Veladora Papel Farol,$11.50,$13.50,$13.50,31,0,Tienda
7502012641552,Veladora San Felipe 1/2 Diamante,$24.50,$30.00,$30.00,9,0,Tienda
7502012640739,Veladora San Felipe Chica,$11.00,$13.00,$12.50,34,0,Tienda
7502012641156,Veladora San Felipe Grande,$44.50,$54.00,$54.00,6,0,Tienda
7502012640654,Veladora Semanaria,$19.50,$24.00,$21.00,11,0,Tienda
7501053670934,Via Real 25l,$0.00,$60.00,$0.00,0,0,vino
7501053670637,Via Real Vidrio 330,$0.00,$12.00,$0.00,51,0,Tienda
7501064115400,Victoria 355ml,$10.00,$12.00,$0.00,171,0,Corona
75025663,Victoria Desechable,$0.00,$14.00,$0.00,0,0,vino
7501064194139,Victoria Lata,$0.00,$16.00,$0.00,0,0,vino
7501083100029,Vinagre Barrilito Bl,$0.00,$10.00,$0.00,0,0,Tienda
7501083100036,Vinagre Barrilito Ma,$0.00,$15.00,$0.00,2,0,Tienda
7501052475004,Vinagre Blanco 500ml,$6.00,$8.00,$8.00,0,0,Tienda
7501083100012,Vinagre Caña,$0.00,$10.00,$0.00,1,0,Tienda
7501052475202,Vinagre De Manzana,$8.50,$11.00,$11.00,0,0,Tienda
7506192505123,Vive 100,$0.00,$10.00,$0.00,0,0,Tienda
7506192502726,Vive 100,$11.50,$15.00,$15.00,17,0,Tienda
7501053670101,Viña Real,$10.50,$13.00,$0.00,50,0,vino
7501017376322,Vogue 400 hjs,$18.50,$22.00,$20.00,54,0,Tienda
7501943461918,Vogue Jumbo,$24.00,$28.50,$27.00,17,0,Tienda
7501000646951,Vuala,$0.00,$10.00,$0.00,0,0,Bimbo
7501000628933,Vuala 70 gms,$8.00,$10.00,$0.00,1,0,Gamesa
7501000646999,Vuala Vainilla,$0.00,$10.00,$0.00,0,0,Gamesa
840004099590,Webo Chavo,$11.50,$15.00,$15.00,0,0,Dulces
706460244069,Whiskas,$5.00,$7.00,$0.00,2,0,Tienda
82184090473,Whiskey Jack Daniels Paq,$309.00,$402.00,$0.00,0,0,Tienda
7501032971052,Windex CAtomizador 650ml,$0.00,$36.00,$0.00,1,0,Tienda
754177303722,Winis,$1.00,$2.00,$2.00,0,0,Dulces
754177505836,Winis,$1.00,$2.00,$0.00,2,0,Dulces
754177505829,Winis,$0.00,$2.00,$2.00,3,0,Dulces
754177505805,Winis,$1.00,$2.00,$0.00,4,0,Dulces
754177303166,Winis,$0.00,$2.00,$0.00,0,0,Dulces
754177506253,Winis,$0.00,$2.00,$0.00,0,0,Dulces
754177506246,Winis,$0.00,$2.00,$0.00,0,0,Dulces
754177506239,Winis,$0.00,$2.00,$0.00,0,0,Dulces
754177506444,Winis Cubo,$0.00,$2.00,$0.00,0,0,Dulces
754177506079,Winis Liq,$1.00,$1.00,$1.00,0,0,Dulces
7506174504472,Wiskas 180g,$0.00,$8.00,$0.00,7,0,Tienda
YAKULT,Yakult,$5.00,$6.00,$0.00,3,0,Tienda
7501055905928,Yofrut,$0.00,$5.00,$0.00,0,0,Alpura
7501032334000,Yoghourt Sabor Fresa,$6.00,$8.00,$0.00,1,0,Danone
7501055909315,Yoghrth Alpura Piña Coco,$0.00,$5.00,$0.00,3,0,Alpura
7501055901111,Yoghurt Alpura 150g,$3.50,$5.00,$0.00,0,0,Alpura
7501055901128,Yoghurt Alpura 150g,$3.50,$5.00,$0.00,0,0,Alpura
7501055901104,Yoghurt Alpura 150g,$3.50,$5.00,$0.00,2,0,Alpura
7501055900206,Yoghurt Alpura Fresa 1L,$22.00,$25.00,$0.00,0,0,Alpura
7501032397074,Yoghurt Con Cereal Danone,$0.00,$6.00,$0.00,0,0,Danone
7501032395292,Yoghurt Fresa Danone,$0.00,$3.50,$0.00,0,0,Danone
7501020538311,Yoghurt Lala De Fresa,$0.00,$6.50,$0.00,0,0,lala
7501055901135,Yoghurt Mango 150g,$3.50,$5.00,$0.00,0,0,Alpura
7501055901418,Yoghurt Piña Coco 150g,$3.50,$5.00,$0.00,0,0,Tienda
7501055901159,Yoghurt Zarzamora 150g,$3.50,$5.00,$0.00,1,0,Alpura
7501032332440,Yogurt Batidofresa,$3.00,$3.50,$0.00,1,0,Danone
7501032395308,Yogurt Danone Manzana,$3.00,$3.50,$0.00,6,0,Danone
7501055909278,Yogurt Fresa,$4.00,$5.00,$0.00,0,0,Alpura
7501055901180,Yogurt Natural,$0.00,$5.00,$0.00,0,0,Alpura
7501040090042,Yogurt Yoplait Dur 156g,$0.00,$4.00,$0.00,0,0,Tienda
7501032332464,Yogut Batido Durazno,$3.00,$3.50,$0.00,1,0,Tienda
7501055329915,Yoli 600 Ml,$0.00,$9.00,$0.00,0,0,Refresco
7501040093456,Yoplait Browny,$0.00,$7.00,$0.00,0,0,Alpura
7501040093289,Yoplait Griego,$0.00,$7.00,$0.00,0,0,Tienda
7501040092855,Yoplait Griego Fresa,$0.00,$9.00,$0.00,0,0,Tienda
7501040092848,Yoplait Griego Moras,$0.00,$9.00,$0.00,0,0,Tienda
7501040090011,Yoplait Natural 145g,$3.50,$4.50,$0.00,5,0,lacteos y embutidos
7501040093852,Yoplait Placer Coco,$5.50,$6.50,$0.00,3,0,lacteos y embutidos
7501040093869,Yoplait Placer Fresa,$5.50,$6.50,$0.00,2,0,lacteos y embutidos
7501040090769,Yoplait Vasito 125g,$0.00,$4.00,$0.00,0,0,Tienda
ZANAHORIA,Zanahoria,$12.00,$14.00,$0.00,N/A,0,Verdura
7501006713244,Zest,$0.00,$13.00,$0.00,0,0,Tienda
7501006713220,Zest Manzanilla 180g,$0.00,$13.00,$0.00,11,0,Tienda
7501006713312,Zezt  Jardin De P 180g,$0.00,$13.00,$0.00,15,0,- Sin Departamento -
7506195102589,Zezt Aguacate 180g,$0.00,$13.00,$0.00,6,0,Tienda
7501006713268,Zezt Almendra 180g,$0.00,$13.00,$0.00,3,0,Tienda
7501006713299,Zezt Citricas,$0.00,$13.00,$0.00,5,0,Tienda
7501006713176,Zezt Exfoliante 180g,$0.00,$13.00,$0.00,4,0,Tienda
7501006713206,Zezt Hidratante 180g,$0.00,$13.00,$0.00,40,0,Tienda
7501006713305,Zezt Marina 180g,$0.00,$13.00,$0.00,2,0,Tienda
7501006713282,Zezt Miel 180g,$0.00,$13.00,$0.00,2,0,Tienda
7501006713213,Zezt Neutro 180g,$0.00,$13.00,$0.00,10,0,Tienda
7501026005985,Zote 100g,$3.00,$3.50,$3.50,29,0,Tienda
7501008042984,Zucaritas,$19.50,$25.50,$25.50,0,0,Tienda
7501008042960,Zucaritas 890,$0.00,$65.00,$0.00,9,0,Tienda
7802800719396,Zuco Manzana,$0.00,$4.00,$0.00,0,0,Tienda
7802800719426,Zuco Tamarindo,$0.00,$4.00,$0.00,5,0,Tienda
7802800719464,Zuco Uva,$0.00,$4.00,$0.00,0,0,Tienda
7802800719327,Zuko Durazno,$0.00,$4.00,$0.00,12,0,Tienda
7802800705399,Zuko Fresa 35 G,$0.00,$4.00,$0.00,11,0,Tienda
7802800705368,Zuko Horchata 35 Gms,$0.00,$4.00,$0.00,6,0,Tienda
7802800719372,Zuko Jamaica,$0.00,$4.00,$0.00,3,0,Tienda
7802800719389,Zuko Mandarina,$0.00,$4.00,$0.00,4,0,Tienda
7802800719419,Zuko Mango,$0.00,$4.00,$0.00,7,0,Tienda
7802800710591,Zuko Manzana,$0.00,$4.00,$0.00,1,0,Tienda
7802800719402,Zuko Melon,$0.00,$4.00,$0.00,5,0,Tienda
703885001833,Zumba Pica 12g,$0.00,$2.00,$0.00,0,0,Tienda
7501000278404,paleta Payaso,$5.00,$6.50,$0.00,0,0,Tienda
7501000111299,tortillHarina Tia Rc20,$18.00,$22.00,$0.00,1,0,Bimbo
